Indicator ID,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5
Global_Integrity939,Global_Integrity939,59b_In practice the tax agency receives regular funding,Global_Integrity,Total,Total,Count,4.546,h8fb2b117,Checks and Balances,Oversight Institutions,Other,59b_In practice the tax agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity94,Global_Integrity94,13d_In practice citizens can resolve appeals to information requests within a reasonable time period,Global_Integrity,Total,Total,Count,4.507,h4d3a7cc5,Checks and Balances,Oversight Institutions,Other,13d_In practice citizens can resolve appeals to information requests within a reasonable time period,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity940,Global_Integrity940,59c_In practice the agency makes regular reports to the legislature,Global_Integrity,Total,Total,Count,4.752,h76256b69,Checks and Balances,Oversight Institutions,Other,59c_In practice the agency makes regular reports to the legislature,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity941,Global_Integrity941,59c_In practice the audit agency has a professional fulltime staff,Global_Integrity,Total,Total,Count,4.234,h449319af,Checks and Balances,Oversight Institutions,Other,59c_In practice the audit agency has a professional fulltime staff,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity942,Global_Integrity942,59d_In practice audit agency appointments support the independence of the agency,Global_Integrity,Total,Total,Count,5.109,hdcb671e0,Checks and Balances,Oversight Institutions,Other,59d_In practice audit agency appointments support the independence of the agency,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity943,Global_Integrity943,59e_In practice the audit agency receives regular funding,Global_Integrity,Total,Total,Count,4.704,h06fcee05,Checks and Balances,Oversight Institutions,Other,59e_In practice the audit agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity944,Global_Integrity944,59f_In practice the audit agency makes regular public reports,Global_Integrity,Total,Total,Count,4.018,h83d8524c,Checks and Balances,Oversight Institutions,Other,59f_In practice the audit agency makes regular public reports,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity945,Global_Integrity945,59g_In practice the government acts on the findings of the audit agency,Global_Integrity,Total,Total,Count,4.558,h817240e9,Checks and Balances,Oversight Institutions,Other,59g_In practice the government acts on the findings of the audit agency,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity946,Global_Integrity946,59h_In practice the audit agency is able to initiate its own investigations,Global_Integrity,Total,Total,Count,5.315,hc2089294,Checks and Balances,Oversight Institutions,Other,59h_In practice the audit agency is able to initiate its own investigations,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity947,Global_Integrity947,5_Are civil society activists safe when working on corruption issues?,Global_Integrity,Total,Total,Count,5.131,h4ec5481c,Checks and Balances,Oversight Institutions,Other,5_Are civil society activists safe when working on corruption issues?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity948,Global_Integrity948,5_Are media and free speech protected?,Global_Integrity,Total,Total,Count,5.145,hfaadbf3a,Checks and Balances,Oversight Institutions,Other,5_Are media and free speech protected?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity949,Global_Integrity949,5_Government Oversight and Controls,Global_Integrity,Total,Total,Count,5.3420000000000005,h3222fb0c,Checks and Balances,Oversight Institutions,Other,5_Government Oversight and Controls,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity95,Global_Integrity95,13e_In practice citizens can resolve appeals to information requests at a reasonable cost,Global_Integrity,Total,Total,Count,5.428999999999999,h5f08f673,Checks and Balances,Oversight Institutions,Other,13e_In practice citizens can resolve appeals to information requests at a reasonable cost,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity950,Global_Integrity950,5a_In law freedom of the media is guaranteed,Global_Integrity,Total,Total,Count,4.819,hed1e3c2e,Checks and Balances,Oversight Institutions,Other,5a_In law freedom of the media is guaranteed,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity951,Global_Integrity951,5a_In practice in the past year no civil society activists working on corruption issues have been imprisoned,Global_Integrity,Total,Total,Count,4.876,h99920604,Checks and Balances,Oversight Institutions,Other,5a_In practice in the past year no civil society activists working on corruption issues have been imprisoned,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity952,Global_Integrity952,5b_In law freedom of speech is guaranteed,Global_Integrity,Total,Total,Count,5.01,hb71c91eb,Checks and Balances,Oversight Institutions,Other,5b_In law freedom of speech is guaranteed,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity953,Global_Integrity953,5b_In practice in the past year no civil society activists working on corruption issues have been physically harmed,Global_Integrity,Total,Total,Count,4.671,h38f01a28,Checks and Balances,Oversight Institutions,Other,5b_In practice in the past year no civil society activists working on corruption issues have been physically harmed,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity954,Global_Integrity954,5c_In practice in the past year no civil society activists working on corruption issues have been killed,Global_Integrity,Total,Total,Count,4.437,hca60e3b6,Checks and Balances,Oversight Institutions,Other,5c_In practice in the past year no civil society activists working on corruption issues have been killed,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity955,Global_Integrity955,61_AntiCorruption Law,Global_Integrity,Total,Total,Count,4.646,h12f07876,Checks and Balances,Oversight Institutions,Other,61_AntiCorruption Law,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity956,Global_Integrity956,62_AntiCorruption Agency or Equivalent Mechanisms,Global_Integrity,Total,Total,Count,5.067,h0f791bfd,Checks and Balances,Oversight Institutions,Other,62_AntiCorruption Agency or Equivalent Mechanisms,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity957,Global_Integrity957,63_Judicial Independence Fairness and Citizen Access to Justice,Global_Integrity,Total,Total,Count,5.4510000000000005,hfb686a9b,Checks and Balances,Oversight Institutions,Other,63_Judicial Independence Fairness and Citizen Access to Justice,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity958,Global_Integrity958,64_Law Enforcement Conflicts of Interest Safeguards and Professionalism,Global_Integrity,Total,Total,Count,4.912,h4de0ae89,Checks and Balances,Oversight Institutions,Other,64_Law Enforcement Conflicts of Interest Safeguards and Professionalism,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity959,Global_Integrity959,60_Can citizens access reports of the supreme audit institution?,Global_Integrity,Total,Total,Count,5.45,h77ad7f60,Checks and Balances,Oversight Institutions,Other,60_Can citizens access reports of the supreme audit institution?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity96,Global_Integrity96,13e_In practice the government gives reasons for denying an information request,Global_Integrity,Total,Total,Count,4.001,h197b512f,Checks and Balances,Oversight Institutions,Other,13e_In practice the government gives reasons for denying an information request,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity960,Global_Integrity960,60_In practice are tax laws enforced uniformly and without discrimination?,Global_Integrity,Total,Total,Count,4.12,h1cf1f05f,Checks and Balances,Oversight Institutions,Other,60_In practice are tax laws enforced uniformly and without discrimination?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity961,Global_Integrity961,60_Is the financial regulatory agency effective?,Global_Integrity,Total,Total,Count,4.584,h0f8a22af,Checks and Balances,Oversight Institutions,Other,60_Is the financial regulatory agency effective?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity962,Global_Integrity962,60a_In law citizens can access reports of the audit agency,Global_Integrity,Total,Total,Count,4.334,he5ba6411,Checks and Balances,Oversight Institutions,Other,60a_In law citizens can access reports of the audit agency,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity963,Global_Integrity963,60a_In law the financial regulatory agency is protected from political interference,Global_Integrity,Total,Total,Count,4.224,h79c49b45,Checks and Balances,Oversight Institutions,Other,60a_In law the financial regulatory agency is protected from political interference,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity964,Global_Integrity964,60b_In practice citizens can access audit reports within a reasonable time period,Global_Integrity,Total,Total,Count,4.3580000000000005,h58095f2b,Checks and Balances,Oversight Institutions,Other,60b_In practice citizens can access audit reports within a reasonable time period,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity965,Global_Integrity965,60b_In practice the agency has a professional fulltime staff,Global_Integrity,Total,Total,Count,4.16,h5adc0eed,Checks and Balances,Oversight Institutions,Other,60b_In practice the agency has a professional fulltime staff,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity966,Global_Integrity966,60c_In practice citizens can access the audit reports at a reasonable cost,Global_Integrity,Total,Total,Count,5.093999999999999,h05fd5473,Checks and Balances,Oversight Institutions,Other,60c_In practice citizens can access the audit reports at a reasonable cost,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity967,Global_Integrity967,60c_In practice the agency receives regular funding,Global_Integrity,Total,Total,Count,4.213,h76611abf,Checks and Balances,Oversight Institutions,Other,60c_In practice the agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity968,Global_Integrity968,60d_In practice when necessary the financial regulatory agency independently initiates investigations,Global_Integrity,Total,Total,Count,4.68,hc4c5429a,Checks and Balances,Oversight Institutions,Other,60d_In practice when necessary the financial regulatory agency independently initiates investigations,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity969,Global_Integrity969,60e_In practice when necessary the financial regulatory agency imposes penalties on offenders,Global_Integrity,Total,Total,Count,4.569,he6750f53,Checks and Balances,Oversight Institutions,Other,60e_In practice when necessary the financial regulatory agency imposes penalties on offenders,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity97,Global_Integrity97,13f_In practice the government gives reasons for denying an information request,Global_Integrity,Total,Total,Count,5.004,h2c46c1e3,Checks and Balances,Oversight Institutions,Other,13f_In practice the government gives reasons for denying an information request,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity970,Global_Integrity970,61_Can citizens access the financial records of publicly listed companies?,Global_Integrity,Total,Total,Count,4.3919999999999995,h84b2526e,Checks and Balances,Oversight Institutions,Other,61_Can citizens access the financial records of publicly listed companies?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity971,Global_Integrity971,61_In law is there a national customs and excise agency?,Global_Integrity,Total,Total,Count,5.332000000000001,h052f59bb,Checks and Balances,Oversight Institutions,Other,61_In law is there a national customs and excise agency?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity972,Global_Integrity972,61_In law is there a national tax collection agency?,Global_Integrity,Total,Total,Count,5.1080000000000005,hcf06b540,Checks and Balances,Oversight Institutions,Other,61_In law is there a national tax collection agency?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity973,Global_Integrity973,61a_In law citizens can access the financial records of publicly listed companies,Global_Integrity,Total,Total,Count,5.3629999999999995,h5dbc0f1b,Checks and Balances,Oversight Institutions,Other,61a_In law citizens can access the financial records of publicly listed companies,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity974,Global_Integrity974,61a_In law is there a national tax collection agency?,Global_Integrity,Total,Total,Count,5.122000000000001,hf278a799,Checks and Balances,Oversight Institutions,Other,61a_In law is there a national tax collection agency?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity975,Global_Integrity975,61b_In practice the financial records of publicly listed companies are regularly updated,Global_Integrity,Total,Total,Count,4.148,h239d0784,Checks and Balances,Oversight Institutions,Other,61b_In practice the financial records of publicly listed companies are regularly updated,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity976,Global_Integrity976,61c_In practice the financial records of publicly listed companies are audited according to international accounting standards,Global_Integrity,Total,Total,Count,5.273,hb873c324,Checks and Balances,Oversight Institutions,Other,61c_In practice the financial records of publicly listed companies are audited according to international accounting standards,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity977,Global_Integrity977,61d_In practice citizens can access the records of disciplinary decisions imposed by the government on publiclylisted companies,Global_Integrity,Total,Total,Count,5.336,ha8cb5ccd,Checks and Balances,Oversight Institutions,Other,61d_In practice citizens can access the records of disciplinary decisions imposed by the government on publiclylisted companies,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity978,Global_Integrity978,61e_In practice citizens can access the financial records of publicly listed companies within a reasonable time period,Global_Integrity,Total,Total,Count,4.223,ha350fc8c,Checks and Balances,Oversight Institutions,Other,61e_In practice citizens can access the financial records of publicly listed companies within a reasonable time period,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity979,Global_Integrity979,61f_In practice citizens can access the financial records of publicly listed companies at a reasonable cost,Global_Integrity,Total,Total,Count,5.32,h6f6d1fc8,Checks and Balances,Oversight Institutions,Other,61f_In practice citizens can access the financial records of publicly listed companies at a reasonable cost,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity98,Global_Integrity98,14_Are citizens able to participate equally in the political process?,Global_Integrity,Total,Total,Count,4.792,hbd809d7e,Checks and Balances,Oversight Institutions,Other,14_Are citizens able to participate equally in the political process?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity980,Global_Integrity980,62_Are business licenses available to all citizens?,Global_Integrity,Total,Total,Count,4.6080000000000005,h2670ff52,Checks and Balances,Oversight Institutions,Other,62_Are business licenses available to all citizens?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity981,Global_Integrity981,62_Is the customs and excise agency effective?,Global_Integrity,Total,Total,Count,4.987,h83dcfb7a,Checks and Balances,Oversight Institutions,Other,62_Is the customs and excise agency effective?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity982,Global_Integrity982,62_Is the tax collection agency effective?,Global_Integrity,Total,Total,Count,4.998,hf71c0252,Checks and Balances,Oversight Institutions,Other,62_Is the tax collection agency effective?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity983,Global_Integrity983,62a_In law anyone may apply for a business license,Global_Integrity,Total,Total,Count,4.926,h2b059591,Checks and Balances,Oversight Institutions,Other,62a_In law anyone may apply for a business license,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity984,Global_Integrity984,62a_In practice the customs and excise agency has a professional fulltime staff,Global_Integrity,Total,Total,Count,4.15,h3e0af3cf,Checks and Balances,Oversight Institutions,Other,62a_In practice the customs and excise agency has a professional fulltime staff,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity985,Global_Integrity985,62a_In practice the tax collection agency has a professional fulltime staff,Global_Integrity,Total,Total,Count,4.106,hc56d07fe,Checks and Balances,Oversight Institutions,Other,62a_In practice the tax collection agency has a professional fulltime staff,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity986,Global_Integrity986,62b_In law a complaint mechanism exists if a business license request is denied,Global_Integrity,Total,Total,Count,4.246,h416438a5,Checks and Balances,Oversight Institutions,Other,62b_In law a complaint mechanism exists if a business license request is denied,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity987,Global_Integrity987,62b_In practice the agency receives regular funding,Global_Integrity,Total,Total,Count,4.237,h8019d9f4,Checks and Balances,Oversight Institutions,Other,62b_In practice the agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity988,Global_Integrity988,62b_In practice the customs and excise agency receives regular funding,Global_Integrity,Total,Total,Count,4.249,h81aef182,Checks and Balances,Oversight Institutions,Other,62b_In practice the customs and excise agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity989,Global_Integrity989,62b_In practice the tax agency receives regular funding,Global_Integrity,Total,Total,Count,4.755,h0aac1a0c,Checks and Balances,Oversight Institutions,Other,62b_In practice the tax agency receives regular funding,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity99,Global_Integrity99,14_Can all citizens exercise their right to vote freely and fairly?,Global_Integrity,Total,Total,Count,4.968999999999999,h9db13e89,Checks and Balances,Oversight Institutions,Other,14_Can all citizens exercise their right to vote freely and fairly?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity990,Global_Integrity990,62c_In practice citizens can obtain any necessary business license ie for a small import business within a reasonable time period,Global_Integrity,Total,Total,Count,5.0089999999999995,h4bb1be57,Checks and Balances,Oversight Institutions,Other,62c_In practice citizens can obtain any necessary business license ie for a small import business within a reasonable time period,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity991,Global_Integrity991,62c_In practice the agency makes regular reports to the legislature,Global_Integrity,Total,Total,Count,5.476,h1008c1d8,Checks and Balances,Oversight Institutions,Other,62c_In practice the agency makes regular reports to the legislature,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity992,Global_Integrity992,62d_In practice citizens can obtain any necessary business license ie for a small import business at a reasonable cost,Global_Integrity,Total,Total,Count,4.927,h221ee7e6,Checks and Balances,Oversight Institutions,Other,62d_In practice citizens can obtain any necessary business license ie for a small import business at a reasonable cost,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity993,Global_Integrity993,63_Do businesses receive equitable regulatory treatment from the government?,Global_Integrity,Total,Total,Count,5.345,h7a536b4b,Checks and Balances,Oversight Institutions,Other,63_Do businesses receive equitable regulatory treatment from the government?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity994,Global_Integrity994,63_In practice are customs and excise laws enforced uniformly and without discrimination?,Global_Integrity,Total,Total,Count,4.706,h3d6faa64,Checks and Balances,Oversight Institutions,Other,63_In practice are customs and excise laws enforced uniformly and without discrimination?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity995,Global_Integrity995,63_In practice are tax laws enforced uniformly and without discrimination?,Global_Integrity,Total,Total,Count,5.193,h47999d4c,Checks and Balances,Oversight Institutions,Other,63_In practice are tax laws enforced uniformly and without discrimination?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity996,Global_Integrity996,63a_In law basic business regulatory requirements for meeting health safety and environmental standards are transparent and publicly available,Global_Integrity,Total,Total,Count,4.6339999999999995,h79c85145,Checks and Balances,Oversight Institutions,Other,63a_In law basic business regulatory requirements for meeting health safety and environmental standards are transparent and publicly available,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity997,Global_Integrity997,63a_In practice are tax laws enforced uniformly and without discrimination?,Global_Integrity,Total,Total,Count,4.662,hc9cc8f08,Checks and Balances,Oversight Institutions,Other,63a_In practice are tax laws enforced uniformly and without discrimination?,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity998,Global_Integrity998,63b_In practice business inspections by the government are carried out in a uniform and evenhanded manner,Global_Integrity,Total,Total,Count,4.1160000000000005,hb2dc3b9a,Checks and Balances,Oversight Institutions,Other,63b_In practice business inspections by the government are carried out in a uniform and evenhanded manner,,,,,,,,,,,,,,,,,,,,,,
Global_Integrity999,Global_Integrity999,64_In law is there a central bank?,Global_Integrity,Total,Total,Count,5.0360000000000005,hf9b41ce1,Checks and Balances,Oversight Institutions,Other,64_In law is there a central bank?,,,,,,,,,,,,,,,,,,,,,,
HRM1,HRM1,101_Is empirical evidence being collected on whether equitable representation policies have led tocompromises on meritbased selection objectives?,HRM,Total,Total,Count,4.2410000000000005,h79802947,Public Sector Management,Personnel Management,Other,101_Is empirical evidence being collected on whether equitable representation policies have led tocompromises on meritbased selection objectives?,,,,,,,,,,,,,,,,,,,,,,
HRM10,HRM10,113c_Children of civil servants with managerial responsibilities,HRM,Total,Total,Count,4.1,hb198d70d,Public Sector Management,Personnel Management,Other,113c_Children of civil servants with managerial responsibilities,,,,,,,,,,,,,,,,,,,,,,
HRM100,HRM100,92d_An external agent with an interest in assuring adherence to professional standards relevant to the position in question,HRM,Total,Total,Count,4.368,hc8d09274,Public Sector Management,Personnel Management,Other,92d_An external agent with an interest in assuring adherence to professional standards relevant to the position in question,,,,,,,,,,,,,,,,,,,,,,
HRM102,HRM102,93b_Written answers to specific questions relevant to the position,HRM,Total,Total,Count,4.022,h2fa62d41,Public Sector Management,Personnel Management,Other,93b_Written answers to specific questions relevant to the position,,,,,,,,,,,,,,,,,,,,,,
HRM103,HRM103,93c_Writing samples,HRM,Total,Total,Count,4.261,h74837b54,Public Sector Management,Personnel Management,Other,93c_Writing samples,,,,,,,,,,,,,,,,,,,,,,
HRM105,HRM105,93e_Written tests,HRM,Total,Total,Count,4.101,h43dc3134,Public Sector Management,Personnel Management,Other,93e_Written tests,,,,,,,,,,,,,,,,,,,,,,
HRM107,HRM107,94_Is there a formal set of rules andor guidelines specifying criteria for ranking longlisted candidates?,HRM,Total,Total,Count,4.115,he1059bc0,Public Sector Management,Personnel Management,Other,94_Is there a formal set of rules andor guidelines specifying criteria for ranking longlisted candidates?,,,,,,,,,,,,,,,,,,,,,,
HRM108,HRM108,95_Is there a formal set of rules designed to ensure that any shortlisted candidate satisfies a minimum level of qualification which is significantly higher than those for longlisted candidates?,HRM,Total,Total,Count,4.114,h726877c3,Public Sector Management,Personnel Management,Other,95_Is there a formal set of rules designed to ensure that any shortlisted candidate satisfies a minimum level of qualification which is significantly higher than those for longlisted candidates?,,,,,,,,,,,,,,,,,,,,,,
HRM109,HRM109,96a_Central Agent,HRM,Total,Total,Count,4.434,hee3cadcf,Public Sector Management,Personnel Management,Other,96a_Central Agent,,,,,,,,,,,,,,,,,,,,,,
HRM11,HRM11,113d_Civil servants with fiduciary responsibilities,HRM,Total,Total,Count,4.157,h7615d6f2,Public Sector Management,Personnel Management,Other,113d_Civil servants with fiduciary responsibilities,,,,,,,,,,,,,,,,,,,,,,
HRM110,HRM110,96b_Management unit within which the position is located,HRM,Total,Total,Count,4.272,hc02d77a4,Public Sector Management,Personnel Management,Other,96b_Management unit within which the position is located,,,,,,,,,,,,,,,,,,,,,,
HRM111,HRM111,96c_HR unit within the management unit within which the position is located,HRM,Total,Total,Count,4.622,h21dd6ff7,Public Sector Management,Personnel Management,Other,96c_HR unit within the management unit within which the position is located,,,,,,,,,,,,,,,,,,,,,,
HRM112,HRM112,96d_An external agent with an interest in assuring adherence to professional standards relevant to the position in question,HRM,Total,Total,Count,4.489,h9a8bbcdd,Public Sector Management,Personnel Management,Other,96d_An external agent with an interest in assuring adherence to professional standards relevant to the position in question,,,,,,,,,,,,,,,,,,,,,,
HRM114,HRM114,97b_Written answers to specific questions relevant to the position,HRM,Total,Total,Count,4.308,h0a29753a,Public Sector Management,Personnel Management,Other,97b_Written answers to specific questions relevant to the position,,,,,,,,,,,,,,,,,,,,,,
HRM115,HRM115,97c_Writing samples,HRM,Total,Total,Count,4.574,h49bcae30,Public Sector Management,Personnel Management,Other,97c_Writing samples,,,,,,,,,,,,,,,,,,,,,,
HRM117,HRM117,97e_Written tests,HRM,Total,Total,Count,4.08,h7de31360,Public Sector Management,Personnel Management,Other,97e_Written tests,,,,,,,,,,,,,,,,,,,,,,
HRM119,HRM119,99_Is equitable representation aka equal opportunity for employment a policy objective for civil service cadre?,HRM,Total,Total,Count,4.466,h1b7bcdf5,Public Sector Management,Personnel Management,Other,99_Is equitable representation aka equal opportunity for employment a policy objective for civil service cadre?,,,,,,,,,,,,,,,,,,,,,,
HRM12,HRM12,113e_Spouses of civil servants with fiduciary responsibilities,HRM,Total,Total,Count,4.431,h9c886ade,Public Sector Management,Personnel Management,Other,113e_Spouses of civil servants with fiduciary responsibilities,,,,,,,,,,,,,,,,,,,,,,
HRM120,HRM120,9_Is responsibility for daytoday management of civil servants unambiguously assigned ie does the legal framework ensure that when any particular CSM action has been taken there is no ambiguity as to w,HRM,Total,Total,Count,4.523,h107ed079,Public Sector Management,Personnel Management,Other,9_Is responsibility for daytoday management of civil servants unambiguously assigned ie does the legal framework ensure that when any particular CSM action has been taken there is no ambiguity as to w,,,,,,,,,,,,,,,,,,,,,,
HRM13,HRM13,113f_Children of civil servants with fiduciary responsibilities,HRM,Total,Total,Count,4.465,h81d717e1,Public Sector Management,Personnel Management,Other,113f_Children of civil servants with fiduciary responsibilities,,,,,,,,,,,,,,,,,,,,,,
HRM14,HRM14,114_Do conflict of interest restrictions apply to the following categories of civil servants?civil servants?,HRM,Total,Total,Count,4.631,hb044c38b,Public Sector Management,Personnel Management,Other,114_Do conflict of interest restrictions apply to the following categories of civil servants?civil servants?,,,,,,,,,,,,,,,,,,,,,,
HRM15,HRM15,115_Are the organizational units within which civil servants work required to specify their objectives in writing?,HRM,Total,Total,Count,4.394,h0d90774e,Public Sector Management,Personnel Management,Other,115_Are the organizational units within which civil servants work required to specify their objectives in writing?,,,,,,,,,,,,,,,,,,,,,,
HRM16,HRM16,116_Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives?,HRM,Total,Total,Count,4.601,hb246b812,Public Sector Management,Personnel Management,Other,116_Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives?,,,,,,,,,,,,,,,,,,,,,,
HRM17,HRM17,121_Are all civil servants subject to the following?,HRM,Total,Total,Count,4.607,h5ead36ee,Public Sector Management,Personnel Management,Other,121_Are all civil servants subject to the following?,,,,,,,,,,,,,,,,,,,,,,
HRM18,HRM18,122_Does the performance appraisal system for civil servants include criteria based on a civil servantscompliance with the rules procedures and policies governing civil servants? *inlaw,HRM,Total,Total,Count,4.238,hdda77bf5,Public Sector Management,Personnel Management,Other,122_Does the performance appraisal system for civil servants include criteria based on a civil servantscompliance with the rules procedures and policies governing civil servants? *inlaw,,,,,,,,,,,,,,,,,,,,,,
HRM19,HRM19,127a_Next higher level of management within that same organization,HRM,Total,Total,Count,4.599,h37f91b99,Public Sector Management,Personnel Management,Other,127a_Next higher level of management within that same organization,,,,,,,,,,,,,,,,,,,,,,
HRM2,HRM2,102_Is evidence being monitored on the extent of equitable representationbased recruitment?,HRM,Total,Total,Count,4.217,haf43deed,Public Sector Management,Personnel Management,Other,102_Is evidence being monitored on the extent of equitable representationbased recruitment?,,,,,,,,,,,,,,,,,,,,,,
HRM20,HRM20,127b_HR unit within that same organization,HRM,Total,Total,Count,4.145,hd5b44e9e,Public Sector Management,Personnel Management,Other,127b_HR unit within that same organization,,,,,,,,,,,,,,,,,,,,,,
HRM21,HRM21,127c_Central HR entity,HRM,Total,Total,Count,4.413,ha0cd6db4,Public Sector Management,Personnel Management,Other,127c_Central HR entity,,,,,,,,,,,,,,,,,,,,,,
HRM23,HRM23,128_Is there a written record for each civil servants performance appraisal? *in practice,HRM,Total,Total,Count,4.331,h13d271c9,Public Sector Management,Personnel Management,Other,128_Is there a written record for each civil servants performance appraisal? *in practice,,,,,,,,,,,,,,,,,,,,,,
HRM24,HRM24,129_Does a civil servant have an opportunity to review and comment on the written performance appraisal? *in law,HRM,Total,Total,Count,4.513,h1b910114,Public Sector Management,Personnel Management,Other,129_Does a civil servant have an opportunity to review and comment on the written performance appraisal? *in law,,,,,,,,,,,,,,,,,,,,,,
HRM25,HRM25,131_If the answer to question number 129 is Yes are these comments included in the written appraisal record? *in practice,HRM,Total,Total,Yes/No,4.155,he67e41e3,Public Sector Management,Personnel Management,Other,131_If the answer to question number 129 is Yes are these comments included in the written appraisal record? *in practice,,,,,,,,,,,,,,,,,,,,,,
HRM26,HRM26,132_Does a civil servant have a right to view his performance appraisal records?,HRM,Total,Total,Count,4.438,h6e8cac8a,Public Sector Management,Personnel Management,Other,132_Does a civil servant have a right to view his performance appraisal records?,,,,,,,,,,,,,,,,,,,,,,
HRM27,HRM27,13_Is responsibility for career management of civil servants  unambiguously assigned? ie the legalframework ensures that when any particular career management action has been taken there is noambiguit,HRM,Total,Total,Count,4.178,h29af1019,Public Sector Management,Personnel Management,Other,13_Is responsibility for career management of civil servants  unambiguously assigned? ie the legalframework ensures that when any particular career management action has been taken there is noambiguit,,,,,,,,,,,,,,,,,,,,,,
HRM28,HRM28,142a_Number of authorized positions at any given grade imposes a limitceiling on the number ofpotential promotions to each grade,HRM,Total,Total,Count,4.611000000000001,h0875fc9f,Public Sector Management,Personnel Management,Other,142a_Number of authorized positions at any given grade imposes a limitceiling on the number ofpotential promotions to each grade,,,,,,,,,,,,,,,,,,,,,,
